chunk_idx	page	section	text_excerpt
35	17	진보된 주행 성능 향상으로 하이브리드 주행감성을 더욱 높였습니다.	• e-Traction  급가속이나 급격한 코너링 주행 시 조정성 향상 및  경쾌한 주행이 가능합니다.  • e-EHA(e-긴급 회피 조향 성능 보조)  전방 충돌을 피하기 위해 회피 능력과 회피 후 안정성에  도움을 주는 기술입니다.  • e-DTVC(e-다이나믹 토크 벡터링 컨트롤)  구동력을 조절하는 토크 벡터링 기술을 활용하여  선회 선형성을 향상 
36	17	진보된 주행 성능 향상으로 하이브리드 주행감성을 더욱 높였습니다.	Home Intro Exterior Interior Function Performance Hyundai SmartSense Hybrid N Line Features Colors Customizing Specifications
37	18	N Line만의 다이내믹한 스타일을 경험해보세요.	N Line  N Line만의 다이내믹한 스타일을 경험해보세요.  19인치 알로이 휠 & 피렐리 타이어, N 휠캡 사이드 실 몰딩  N Line 전용 디자인  Home Intro Exterior Interior Function Performance Hyundai SmartSense Hybrid N Line Features Colors Customizing 
38	19	N Line만의 다이내믹한 스타일을 경험해보세요.	블랙 투톤 아웃사이드 도어 핸들 리어 스포일러  듀얼 트윈팁 머플러(2.5T) 듀얼 트윈팁 머플러 가니쉬(1.6T)  Home Intro Exterior Interior Function Performance Hyundai SmartSense Hybrid N Line Features Colors Customizing Specifications
39	20	Premium / S / Exclusive / Inspiration	Premium / S / Exclusive / Inspiration  심리스 호라이즌 램프, Full LED 헤드램프(MFR타입)  LED 리어콤비램프  가죽 스티어링 휠(열선포함)  12.3인치 디스플레이  ECM 룸미러  트렁크 리드 조명  레인 센서  1열 열선/통풍시트  파노라믹 커브드 디스플레이/ 클러스터(12.3인치 컬러 LCD)  듀얼 풀오토 
40	20	프리미엄 S	* 본 사양은 모델에 따라 다르게 적용되며, 옵션 사양이 포함되어 있습니다. 모델별 자세한 사양은 해당 월의 가격표를 참고하시기 바랍니다.  18인치 알로이 휠  16인치 알로이 휠 (하이브리드 전용)  16인치 알로이 휠 (LPG 렌터카 전용)  19인치 알로이 휠 (N Line 전용)  17인치 알로이 휠 (하이브리드 전용)  17인치 알로이 휠  프리
41	20	Home Intro Exterior Interior Function Performance Hyundai SmartSense Hybrid N Line Features Colors Customizing Specifications	Home Intro Exterior Interior Function Performance Hyundai SmartSense Hybrid N Line Features Colors Customizing Specifications
42	21	Home Intro Exterior Interior Function Performance Hyundai SmartSense Hybrid N Line Features Colors Customizing Specifications	스마트 파워 트렁크  앰비언트 무드램프  동승석 전동시트 (4way, 릴렉션 컴포트, 워크인 디바이스)  스마트폰 무선충전  2열 열선시트  2열 수동식 도어커튼  Features  자세히 보기  * 본 사양은 모델에 따라 다르게 적용되며, 옵션 사양이 포함되어 있습니다. 모델별 자세한 사양은 해당 월의 가격표를 참고하시기 바랍니다.  인스퍼레이션(에어로 
43	21	인스퍼레이션	프리미엄(세레니티 화이트 펄)  익스클루시브  심리스 호라이즌 램프, Full LED 헤드램프(프로젝션 타입)  터치타입 아웃사이드 도어 핸들  인스퍼레이션  헤드업 디스플레이  메탈 페달  Home Intro Exterior Interior Function Performance Hyundai SmartSense Hybrid N Line Features C
44	22	Interior colors	Colors  Exterior colors  Interior colors  네이비    천연가죽 시트  블랙 원톤    천연가죽 시트  블랙 원톤    인조가죽 시트  세레니티 화이트 펄 (W6H)  트랜스 미션 블루 펄 (NY9)  바이오 필릭 블루 펄 (XB9)  어비스 블랙 펄 (A2B)  얼티메이트 레드 메탈릭 (R2P)  녹턴 그레이 메탈릭 (T2
45	22	Interior colors	녹턴 그레이 매트 (T9M)  에어로 실버 매트 (T4M)  * 상기 컬러는 인쇄된 것이므로 실제 차량의 컬러와는 다소 차이가 있을 수 있습니다.   * 얼티메이트 레드 메탈릭 외장 컬러는 네이비 인테리어 적용 불가합니다.  Home Intro Exterior Interior Function Performance Hyundai SmartSense Hybri
46	23	Interior colors	카멜    나파가죽 시트  네이비    나파가죽 시트 다크그레이(레드 스티치 / N Line 전용)    스웨이드 + 나파가죽 시트  그레이지    나파가죽 시트  * 현 색상 차트는 가솔린/하이브리드/N Line/LPG(일반 판매용) 기준으로 작성되었습니다. 렌터카 및 장애인용 차량의 경우 트림명이 상이하므로 자세한 사양은 해당 월의 가격표를 참고해 주시
47	23	Seat combination chart	Seat combination chart  컬러 트림명  인조가죽 시트 천연가죽 시트 스웨이드 + 나파가죽 시트 나파가죽 시트  블랙 원톤 블랙 원톤 네이비 다크그레이 카멜 그레이지 네이비
48	23	Seat combination chart	프리미엄 ● - - - - - -
49	23	Seat combination chart	S ● - - - - - -
50	23	Seat combination chart	익스클루시브 - ● ● - - - -
51	23	Seat combination chart	인스퍼레이션 - - - - ● ● ●
52	23	Seat combination chart	N Line - - - ● - - -
53	23	Seat combination chart	스웨이드  나파가죽 시트  Colors  자세히 보기  Home Intro Exterior Interior Function Performance Hyundai SmartSense Hybrid N Line Features Colors Customizing Specifications
54	24	Seat combination chart	* 현대샵(shop.hyundai.com) 현대브랜드관에서 다양한 애프터마켓 상품 구매가 가능합니다.  * H Genuine Accessories 패키지에 따라 적용 가능 트림이 상이합니다. 보다 자세한 사항은 해당 월의 가격표를 참고하시기 바랍니다. * C to USB-A 변환 젠더는 현대자동차 전용 개발 제품으로 타 제품 및 타 자동차 브랜드에서는 작동
55	24	애프터마켓 전용 상품	선바이저 선글라스 케이스  C to USB-A 변환 젠더  빌트인 캠 2 전용  마이크로SD 카드(128GB)  LED 라이팅 플러스 패키지  러기지 매트  선바이저 램프  도어스팟 램프  러기지 램프  다양한 일반 편의, 레저 상품 등으로 차별화된 커스터마이징을 원하는 고객의 니즈 및 라이프스타일을 지원합니다.  신차 옵션 상품  애프터마켓 전용 상품  
56	25	애프터마켓 전용 상품	* 쏘나타 N Line 2.5 터보 차량은 모노튜브 리어 쇽업쇼버가 기본 적용되며, N 퍼포먼스 서스펜션 장착 시 스포티한 튜닝을 통해 강력한 주행감성을 느낄 수 있습니다.(쏘나타 N Line 1.6 터보 모델은 모노튜브 리어 쇽업쇼버 미적용)   * 위 N Performance parts는 N Line 차량에만 적용 가능합니다.(단, N 퍼포먼스 서스펜션
57	25	현대자동차의 모터스포츠 기술력이 담긴 N 퍼포먼스 파츠와 함께 고성능 감성을 즐겨보세요.	모노블록 브레이크 & 19인치 경량 휠 패키지  * 휠 단품 선택 가능  모노블록 4P 캘리퍼 & 하이브리드 디스크 & 로우 스틸 패드 19인치 블랙 경량 휠  N 퍼포먼스 서스펜션  모노튜브 쇽업쇼버  레드 로워링 스프링  현대자동차의 모터스포츠 기술력이 담긴 N 퍼포먼스 파츠와 함께 고성능 감성을 즐겨보세요.  리얼 카본 휠캡  Home Intro Ex
58	26	현대자동차의 모터스포츠 기술력이 담긴 N 퍼포먼스 파츠와 함께 고성능 감성을 즐겨보세요.	마이현대 앱 다운로드
59	26	현대자동차의 모터스포츠 기술력이 담긴 N 퍼포먼스 파츠와 함께 고성능 감성을 즐겨보세요.	* 문의: 현대자동차 고객센터 080-600-6000
60	26	하나로 연결된 모빌리티 경험, 더욱 강력해진 현대차 공식 앱 마이현대를 만나보세요! 마이현대	샵 • 현대샵  • 현대 브랜드관  • 블루링크 스토어  • 이달의 구매혜택  서비스 • 정비예약  • 긴급출동  • 대리  • 세차  마이 마이 • 월렛  • 인카페이먼트  • 내 차 리포트  • 차계부  홈 • 보유차량 정보  • 드라이빙 인사이트  • 내비게이션  • 오너스 매뉴얼  하나로 연결된 모빌리티 경험, 더욱 강력해진 현대차 공식 앱 마이현대
61	26	제어 원격제어	제어 원격제어  • 시동/공조, 도어, 창문 제어  • 비상등, 경적 제어  • 차량 상태 안내  • 차량 점검 안내  디지털 키  • 도어, 시동 제어  • 비상등, 경적 제어  • 디지털 키 공유  빌트인 캠  • 내 차 주변 영상  • 주차 중 이벤트 영상  • 영상 다운로드  * 차량 구매 후, 블루링크 가입 시에만 제어 기능 이용이 가능합니다.  
62	26	블루링크 스토어에서 보다 풍부한 모빌리티 경험을 만나보세요.  다양한 기능을 간편하게 구독하고, 필요한 만큼 경험할 수 있습니다. Bluelink Store	디스플레이 테마  나만의 감성을 담은 디스플레이로, 일상의 즐거움을 더하세요.  피카츄 전광석화  메타몽 월드  블루링크 스토어에서 보다 풍부한 모빌리티 경험을 만나보세요.  다양한 기능을 간편하게 구독하고, 필요한 만큼 경험할 수 있습니다. Bluelink Store  블루링크 스토어  *디스플레이 테마 : 쏘나타 40주년 테마, 포니, 자연, 피카츄 전
63	26	블루링크 스토어에서 보다 풍부한 모빌리티 경험을 만나보세요.  다양한 기능을 간편하게 구독하고, 필요한 만큼 경험할 수 있습니다. Bluelink Store	Home Intro Exterior Interior Function Performance Hyundai SmartSense Hybrid N Line Features Colors Customizing Specifications
64	27	Specifications	Specifications  효율적 사용방법 : 정속주행을 합시다.  -위 연비는 표준모드에 의한 연비로서 도로상태, 운전방법, 차량적재, 정비상태 및 외기온도 등에 따라 실주행연비와 차이가 있습니다. -인쇄물의 사진에는 선택사양이 적용된 경우가 있으므로 실제 구입차량과는 다른 점이 있을 수도 있습니다. -이 인쇄물에 표시된 사양, 컬러 및 제원은 차의 외
65	27	Specifications	분류 스마트스트림  가솔린 2.0 스마트스트림  가솔린 1.6 터보 스마트스트림  LPG 2.0  스마트스트림  가솔린 2.0  하이브리드  스마트스트림  가솔린 2.5 터보
66	27	Specifications	전장(mm) 4,910 ← ← ← ←
67	27	Specifications	전폭(mm) 1,860 ← ← ← ←
68	27	Specifications	전고(mm) 1,445 ← ← ← ←
69	27	Specifications	축간거리(mm) 2,840 ← ← ← ←
70	27	Specifications	윤거 전(mm) 1,623(17″) 1,618(18″)  1,623(17″) 1,618(18″) 1,610(19″)  1,633(16″) 1,623(17″) 1,618(18″)  1,633(16″) 1,623(17″) 1,618(18″) 1,610(19″)  윤거 후(mm) 1,630(17″) 1,625(18″)  1,630(17″) 1,625(18″) 1
71	27	Specifications	1,640(16″) 1,630(17″) 1,625(18″)  1,640(16″) 1,630(17″) 1,625(18″) 1,617(19″)  엔진 형식 Smartstream  G2.0 Smartstream  G1.6 T-GDi Smartstream  L2.0 Smartstream  G2.0 GDi HEV Smartstream  G2.5 T-GDi  배기량(
72	27	Specifications	최고출력(PS/rpm) 160 / 6,500 180 / 5,500 146 / 6,000 152 / 6,000 290 / 5,800  최대토크(kgf.m/rpm) 20.0 / 4,800 27.0 / 1,500~4,500 19.5 / 4,200 19.2 / 5,000 43.0 / 1,650~4,000  연료탱크용량(ℓ) 60 ← 64 (80% 충전 기준) 50
73	27	Specifications	모터 최고출력(kW) - - - 38.6 -
74	27	Specifications	모터 최대토크(Nm) - - - 205 -
75	27	Specifications	시스템 최고출력(PS) - - - 195 -
76	27	Specifications	트렁크 용량(ℓ, VDA) 480 ← 360 480 ←  구분 배기량 (cc) 공차중량 (kg) 타이어 (inch)  정부 신고 연비(km/ℓ)  복합 도심 고속도로CO2배출량(g/km) 등급  스마트스트림 가솔린 2.0(자동 6단) + 빌트인 캠 1,999 1,475 17 12.3 10.9 14.5 135 3  스마트스트림 가솔린 2.0(자동 6단) 1,
77	27	Specifications	↑ 1,495 18 12.0 10.7 14.1 139 ↑  스마트스트림 가솔린 1.6 터보(자동 8단) + 빌트인 캠 1,598 1,490 17 13.2 11.6 15.7 126 3  스마트스트림 가솔린 1.6 터보(자동 8단)  1,598 1,490 17 13.5 11.9 15.9 123 3  ↑ 1,510 18 13.0 11.4 15.5 128 ↑  ↑
78	27	Specifications	스마트스트림 LPG 2.0(자동 6단)  1,999 1,480 16 9.6 8.3 11.7 136 4
79	27	Specifications	↑ 1,490 17 9.7 8.4 12.0 134 ↑
80	27	Specifications	↑ 1,505 18 9.4 8.2 11.5 138 ↑
81	27	Specifications	스마트스트림 가솔린 2.0 하이브리드(자동 6단) + 빌트인 캠 1,999 1,550 16 18.8 18.7 18.8 84 1  스마트스트림 가솔린 2.0 하이브리드(자동 6단)  1,999 1,550 16 19.4 19.8 18.9 81 1  ↑ 1,570 17 17.8 18.0 17.6 89 ↑  ↑ 1,585 18 17.1 16.8 17.4 93 ↑ 
82	27	Specifications	쏘나타 하이브리드 보장 서비스  하이브리드  별도 보증 부품  10년 20만 km 무상 보증 - 전기구동모터,  하이브리드 고전압 배터리 HPCU (Hybrid Power Control Unit)  ※ 빌트인 캠 장착 표시가 없는 항목의 연비는 빌트인 캠 장착과 미장착 연비가 동일합니다. ※ 상기 혜택은 당사 사정에 따라 변경 될 수 있습니다. ※ 자세한 
83	27	단위 : mm, 윤거는 235/45R18 타이어 기준 (( )는 하이브리드 215/55R17 타이어 기준)	Dimensions  단위 : mm, 윤거는 235/45R18 타이어 기준 (( )는 하이브리드 215/55R17 타이어 기준)
84	27	윤거 후 1,625(1,630) 축간거리 2,840	윤거 후 1,625(1,630) 축간거리 2,840
85	27	전장 4,910	전장 4,910
86	27	윤거 전 1,618(1,623)	윤거 전 1,618(1,623)
87	27	전폭 1,860	전폭 1,860
88	27	전고 1,445	전고 1,445
89	27	Home Intro Exterior Interior Function Performance Hyundai SmartSense Hybrid N Line Features Colors Customizing Specifications	Home Intro Exterior Interior Function Performance Hyundai SmartSense Hybrid N Line Features Colors Customizing Specifications
90	28	현대자동차의 다양한 서비스로 처음부터 끝까지 도와드릴게요! 현대자동차만의 올 케어 서비스로 쉽고 편리한 차량 관리를 도와드릴게요!	구매를 고민할 때도, 내 차를 관리할 때도! 차량 관리도 걱정 없이 편리하게  현대자동차의 다양한 서비스로 처음부터 끝까지 도와드릴게요! 현대자동차만의 올 케어 서비스로 쉽고 편리한 차량 관리를 도와드릴게요!  시승은 만 21세 이상 운전면허 소지자면 누구나 이용 가능합니다. 운전면허증을 반드시 지참하세요! Hyundai Mobility 카드 사용 시 블루
91	28	긴급 상황 및 정비 서비스	Tip  찾아가는 비포서비스는 당사차량 20대이상 보유·집결 시 신청하실 수 있습니다. 카라이프 서비스와 전기차 특화 서비스는 마이현대 앱에서 유상으로 신청하실 수 있습니다. Tip  마이현대 다운로드  카라이프 서비스  • 방문세차  • 손세차  • 대리  • 딜리버리  긴급 상황 및 정비 서비스  • 긴급출동 서비스  • 찾아가는 충전 서비스  • 수소
92	28	전기차 특화 서비스(현대 EV 충전 솔루션)	• 홈투홈 서비스(유상)  • 과잉정비 예방 프로그램  • 고객 차량 지원 서비스  보증수리 제도  • 선택형 보증제도 부가 서비스 상품  • 바디케어 서비스  • 워런티 플러스  사전예방 및 점검 서비스  • 블루안심점검 • 찾아가는 비포서비스  전기차 특화 서비스(현대 EV 충전 솔루션)  • 전기차 충전 할인 상품  • 럭키패스 H  • EV안심케어 
